Participant_ID,Dates,Calories
p10,2019-11-07,465
p10,2019-11-08,120
p10,2019-11-09,222
p10,2019-11-10,484
p10,2019-11-11,92
p10,2019-11-12,114
p10,2019-11-13,199
p10,2019-11-15,137
p10,2019-11-16,206
p10,2019-11-17,98
p10,2019-11-18,140
p10,2019-11-19,180
p10,2019-11-22,382
p10,2019-11-23,212
p10,2019-11-24,160
p10,2019-11-25,167
p10,2019-11-26,153
p10,2019-11-28,198
p10,2019-11-29,260
p10,2019-12-02,105
p10,2019-12-03,227
p10,2019-12-04,283
p10,2019-12-05,182
p10,2019-12-07,140
p10,2019-12-08,538
p10,2019-12-10,351
p10,2019-12-13,701
p10,2019-12-14,595
p10,2019-12-15,82
p10,2019-12-17,168
p10,2019-12-19,365
p10,2019-12-20,143
p10,2019-12-21,129
p10,2019-12-22,369
p10,2019-12-24,214
p10,2019-12-28,141
p10,2019-12-30,134
p10,2019-12-31,178
p10,2020-01-02,249
p10,2020-01-03,468
p10,2020-01-04,719
p10,2020-01-06,360
p10,2020-01-07,151
p10,2020-01-08,89
p10,2020-01-10,106
p10,2020-01-11,385
p10,2020-01-12,273
p10,2020-01-13,334
p10,2020-01-14,246
p10,2020-01-16,309
p10,2020-01-17,100
p10,2020-01-18,128
p10,2020-01-20,409
p10,2020-01-21,424
p10,2020-01-22,291
p10,2020-01-23,334
p10,2020-01-24,190
p10,2020-01-25,508
p10,2020-01-26,712
p10,2020-01-29,113
p10,2020-01-30,446
p10,2020-01-31,239
p10,2020-02-01,1005
p10,2020-02-02,622
p10,2020-02-03,98
p10,2020-02-04,108
p10,2020-02-05,262
p10,2020-02-07,166
p10,2020-02-09,443
p10,2020-02-10,108
p10,2020-02-12,533
p10,2020-02-13,387
p10,2020-02-14,226
p10,2020-02-15,727
p10,2020-02-16,361
p10,2020-02-17,381
p10,2020-02-18,529
p10,2020-02-19,687
p10,2020-02-20,279
p10,2020-02-21,671
p10,2020-02-22,741
p10,2020-02-23,88
p10,2020-02-25,191
