Participant_ID,Date_Of_Sleep,Minutes_Asleep
p09,2019-11-01,291
p09,2019-11-03,373
p09,2019-11-04,304
p09,2019-11-05,383
p09,2019-11-06,479
p09,2019-11-07,334
p09,2019-11-08,691
p09,2019-11-09,463
p09,2019-11-11,679
p09,2019-11-12,236
p09,2019-11-13,504
p09,2019-11-14,346
p09,2019-11-15,518
p09,2019-11-16,550
p09,2019-11-17,524
p09,2019-11-18,442
p09,2019-11-19,539
p09,2019-11-20,301
p09,2019-11-21,450
p09,2019-11-22,470
p09,2019-11-23,493
p09,2019-11-24,460
p09,2019-11-25,315
p09,2019-11-26,414
p09,2019-11-27,507
p09,2019-11-28,380
p09,2019-11-29,490
p09,2019-11-30,394
p09,2019-12-02,386
p09,2019-12-03,318
p09,2019-12-04,363
p09,2019-12-05,589
p09,2019-12-06,240
p09,2019-12-07,671
p09,2019-12-08,481
p09,2019-12-09,424
p09,2019-12-10,636
p09,2019-12-11,408
p09,2019-12-12,532
p09,2019-12-13,353
p09,2019-12-14,319
p09,2019-12-15,507
p09,2019-12-16,557
p09,2019-12-17,353
p09,2019-12-18,263
p09,2019-12-19,489
p09,2019-12-20,318
p09,2019-12-21,321
p09,2019-12-22,350
p09,2019-12-23,325
p09,2019-12-24,823
p09,2019-12-25,376
p09,2019-12-26,635
p09,2019-12-27,461
p09,2019-12-28,606
p09,2019-12-29,475
p09,2019-12-30,683
p09,2020-01-01,380
p09,2020-01-03,413
p09,2020-01-04,275
p09,2020-01-05,484
p09,2020-01-06,477
p09,2020-01-07,346
p09,2020-01-08,455
p09,2020-01-09,348
p09,2020-01-10,469
p09,2020-01-11,352
p09,2020-01-12,343
p09,2020-01-13,698
p09,2020-01-14,380
p09,2020-01-15,351
p09,2020-01-16,466
p09,2020-01-17,316
p09,2020-01-18,502
p09,2020-01-19,236
p09,2020-01-20,673
p09,2020-01-21,205
p09,2020-01-24,277
p09,2020-01-25,431
p09,2020-01-26,391
p09,2020-01-27,369
p09,2020-01-28,645
p09,2020-01-29,471
p09,2020-01-30,232
p09,2020-01-31,482
p09,2020-02-01,346
p09,2020-02-02,387
p09,2020-02-03,407
p09,2020-02-04,407
p09,2020-02-05,312
p09,2020-02-06,250
p09,2020-02-07,391
p09,2020-02-09,349
p09,2020-02-10,288
p09,2020-02-11,294
p09,2020-02-12,525
p09,2020-02-13,318
p09,2020-02-14,341
p09,2020-02-15,319
p09,2020-02-16,423
p09,2020-02-17,604
p09,2020-02-18,415
p09,2020-02-21,457
p09,2020-02-23,302
p09,2020-02-24,347
p09,2020-02-25,408
p09,2020-02-26,380
p09,2020-02-27,581
p09,2020-02-29,354
p09,2020-03-01,430
p09,2020-03-02,400
p09,2020-03-03,313
p09,2020-03-04,470
p09,2020-03-05,436
p09,2020-03-06,404
p09,2020-03-07,516
p09,2020-03-08,384
p09,2020-03-09,496
p09,2020-03-11,520
p09,2020-03-12,429
p09,2020-03-13,362
p09,2020-03-13,132
p09,2020-03-16,552
p09,2020-03-17,400
p09,2020-03-19,488
p09,2020-03-20,511
p09,2020-03-21,408
p09,2020-03-22,641
p09,2020-03-23,534
p09,2020-03-24,180
p09,2020-03-25,422
p09,2020-03-26,500
p09,2020-03-27,442
p09,2020-03-28,106
p09,2020-03-29,464
p09,2020-03-30,534
p09,2020-03-31,330
