Participant_ID,Dates,Calories
p07,2019-11-06,629
p07,2019-11-07,948
p07,2019-11-08,181
p07,2019-11-09,3111
p07,2019-11-11,864
p07,2019-11-13,674
p07,2019-11-14,804
p07,2019-11-15,348
p07,2019-11-16,1189
p07,2019-11-17,1165
p07,2019-11-18,439
p07,2019-11-19,263
p07,2019-11-20,968
p07,2019-11-21,860
p07,2019-11-23,359
p07,2019-11-24,895
p07,2019-11-25,512
p07,2019-11-26,707
p07,2019-11-27,631
p07,2019-11-28,541
p07,2019-11-30,639
p07,2019-12-01,1691
p07,2019-12-02,995
p07,2019-12-03,459
p07,2019-12-04,597
p07,2019-12-05,624
p07,2019-12-06,873
p07,2019-12-07,714
p07,2019-12-08,1694
p07,2019-12-09,1100
p07,2019-12-10,622
p07,2019-12-11,605
p07,2019-12-12,1057
p07,2019-12-13,1196
p07,2019-12-14,657
p07,2019-12-15,888
p07,2019-12-16,695
p07,2019-12-17,686
p07,2019-12-18,818
p07,2019-12-19,618
p07,2019-12-20,453
p07,2019-12-21,496
p07,2019-12-23,904
p07,2019-12-24,757
p07,2019-12-25,792
p07,2019-12-26,1360
p07,2019-12-27,822
p07,2019-12-28,560
p07,2019-12-29,189
p07,2019-12-30,714
p07,2019-12-31,606
p07,2020-01-01,452
p07,2020-01-02,465
p07,2020-01-04,1849
p07,2020-01-08,246
p07,2020-01-09,297
p07,2020-01-11,114
p07,2020-01-13,700
p07,2020-01-14,455
p07,2020-01-15,864
p07,2020-01-16,726
p07,2020-01-17,576
p07,2020-01-18,667
p07,2020-01-20,445
p07,2020-01-21,701
p07,2020-01-22,594
p07,2020-01-23,1044
p07,2020-01-24,474
p07,2020-01-25,790
p07,2020-01-26,616
p07,2020-01-27,653
p07,2020-01-28,718
p07,2020-01-29,565
p07,2020-01-30,550
p07,2020-01-31,847
p07,2020-02-01,901
p07,2020-02-02,467
p07,2020-02-03,252
p07,2020-02-04,758
p07,2020-02-05,319
p07,2020-02-06,119
p07,2020-02-07,788
p07,2020-02-08,765
p07,2020-02-09,1508
p07,2020-02-10,723
p07,2020-02-11,515
p07,2020-02-12,656
p07,2020-02-13,1032
p07,2020-02-14,419
p07,2020-02-15,1291
p07,2020-02-16,627
p07,2020-02-17,570
p07,2020-02-18,662
p07,2020-02-19,941
p07,2020-02-20,674
p07,2020-02-21,588
p07,2020-02-22,529
p07,2020-02-23,773
p07,2020-02-24,593
p07,2020-02-25,560
p07,2020-02-26,661
p07,2020-02-27,492
p07,2020-02-28,769
p07,2020-02-29,596
p07,2020-03-01,497
p07,2020-03-03,123
p07,2020-03-04,765
p07,2020-03-05,158
p07,2020-03-07,145
p07,2020-03-08,1538
p07,2020-03-11,640
p07,2020-03-12,513
p07,2020-03-13,498
p07,2020-03-14,557
p07,2020-03-16,710
p07,2020-03-17,908
p07,2020-03-18,750
p07,2020-03-19,447
p07,2020-03-20,551
p07,2020-03-21,906
p07,2020-03-23,849
p07,2020-03-24,1354
p07,2020-03-26,625
p07,2020-03-30,147
