Participant_ID,Dates,Calories
p03,2019-11-01,311
p03,2019-11-05,235
p03,2019-11-06,144
p03,2019-11-11,306
p03,2019-11-14,264
p03,2019-12-21,111
p03,2019-12-23,219
p03,2019-12-24,164
p03,2019-12-30,524
p03,2020-01-04,367
p03,2020-01-06,313
p03,2020-01-07,193
p03,2020-01-08,232
p03,2020-01-10,284
p03,2020-01-12,319
p03,2020-01-13,459
p03,2020-01-14,252
p03,2020-01-15,234
p03,2020-01-16,222
p03,2020-01-17,250
p03,2020-01-20,573
p03,2020-01-22,444
p03,2020-01-23,226
p03,2020-01-24,283
p03,2020-01-25,138
p03,2020-01-27,127
p03,2020-01-29,351
p03,2020-01-30,412
p03,2020-01-31,655
p03,2020-02-03,325
p03,2020-02-04,242
p03,2020-02-05,514
p03,2020-02-06,795
p03,2020-02-07,523
p03,2020-02-10,242
p03,2020-02-11,218
p03,2020-02-12,333
p03,2020-02-13,269
p03,2020-02-18,202
p03,2020-02-19,197
p03,2020-02-20,254
p03,2020-02-21,296
p03,2020-02-26,259
p03,2020-02-27,280
p03,2020-03-04,226
p03,2020-03-06,188
p03,2020-03-09,217
