Participant_ID,Dates,Calories
p04,2019-11-05,370
p04,2019-11-06,248
p04,2019-11-07,215
p04,2019-11-08,336
p04,2019-11-11,321
p04,2019-11-12,410
p04,2019-11-13,324
p04,2019-11-14,104
p04,2019-11-15,268
p04,2019-11-17,546
p04,2019-11-18,275
p04,2019-11-19,232
p04,2019-11-20,206
p04,2019-11-21,106
p04,2019-11-22,107
p04,2019-11-23,176
p04,2019-11-24,595
p04,2019-11-25,359
p04,2019-11-26,438
p04,2019-11-28,314
p04,2019-11-29,67
p04,2019-11-30,256
p04,2019-12-01,105
p04,2019-12-02,341
p04,2019-12-03,484
p04,2019-12-05,204
p04,2019-12-09,372
p04,2019-12-10,346
p04,2019-12-11,219
p04,2019-12-12,271
p04,2019-12-14,678
p04,2019-12-15,96
p04,2019-12-16,588
p04,2019-12-17,345
p04,2019-12-19,259
p04,2019-12-20,50
p04,2019-12-21,93
p04,2019-12-22,162
p04,2019-12-23,455
p04,2019-12-24,108
p04,2019-12-25,441
p04,2019-12-26,639
p04,2019-12-28,223
p04,2019-12-29,296
p04,2019-12-30,290
p04,2019-12-31,100
p04,2020-01-02,304
p04,2020-01-03,304
p04,2020-01-04,175
p04,2020-01-06,151
p04,2020-01-08,473
p04,2020-01-09,400
p04,2020-01-12,390
p04,2020-01-13,175
p04,2020-01-14,442
p04,2020-01-15,430
p04,2020-01-16,241
p04,2020-01-17,472
p04,2020-01-19,396
p04,2020-01-20,428
p04,2020-01-21,592
p04,2020-01-22,86
p04,2020-01-23,564
p04,2020-01-24,475
p04,2020-01-26,152
p04,2020-01-27,241
p04,2020-01-28,1150
p04,2020-01-30,42
p04,2020-01-31,239
p04,2020-02-01,696
p04,2020-02-02,158
p04,2020-02-03,781
p04,2020-02-04,453
p04,2020-02-05,416
p04,2020-02-07,202
p04,2020-02-09,162
p04,2020-02-10,151
p04,2020-02-11,445
p04,2020-02-12,313
p04,2020-02-15,173
p04,2020-02-16,165
p04,2020-02-17,241
p04,2020-02-18,108
p04,2020-02-20,260
p04,2020-02-21,159
p04,2020-02-22,91
p04,2020-02-24,300
p04,2020-02-26,340
p04,2020-02-27,391
p04,2020-02-29,405
p04,2020-03-01,377
p04,2020-03-03,216
p04,2020-03-04,245
p04,2020-03-05,182
p04,2020-03-06,90
p04,2020-03-07,81
p04,2020-03-08,163
p04,2020-03-09,424
p04,2020-03-10,453
p04,2020-03-11,215
p04,2020-03-13,363
p04,2020-03-14,659
p04,2020-03-16,165
p04,2020-03-17,251
p04,2020-03-18,263
p04,2020-03-19,111
p04,2020-03-20,308
p04,2020-03-22,206
p04,2020-03-23,551
p04,2020-03-24,236
p04,2020-03-25,374
p04,2020-03-26,440
p04,2020-03-27,185
p04,2020-03-28,693
p04,2020-03-29,235
p04,2020-03-30,173
